Company ID,Company Name,PL,book_tier,joel_tier,joel_spine_trigger,joel_last_referral,applied_tier,reason
814ed74d-d989-4209-bc8c-83f8248094b6,Primary Care Center,Jasmine,Prospect,Tier 2,,2025-09-11,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-09-11) — not applied
d4c2e8cb-a4bb-454f-bc5c-8425cff6d293,PelHam Primary Care,Jasmine,Tier 1,Prospect,,,Tier 1,Joel says Prospect — NOT applied (book evidence: 1 spine in 2026; never demote a proven sender) — Joel to reconcile
4900eaa5-f2a9-42ff-85ea-b3a57c7103ea,Jeffrey T. Najor Internal Medicine,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
85d28577-5be8-4372-8c7e-9a349c62e50d,Dedicated senior Medical Center Detroit North,Jasmine,Tier 2,Tier 1,2026-04-15,2026-08-17,Tier 1,"Joel T1, spine referral 2026-04-15 (2026 evidence)"
cce6f965-cad7-4eb7-baf6-90f4191f2dea,Oak Street Health,Jasmine,Prospect,Tier 2,,2025-09-25,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-09-25) — not applied
1d143d90-6122-41e7-ae14-c14d4e4317b4,Frank Lanzilote DO-Family Practice,Jasmine,Tier 1,Tier 1,2026-01-21,2026-09-11,Tier 1,Joel agrees
809a3eca-b208-45b0-9625-72c47659e808,Corewell Health Family Medicine - Northside,Jasmine,Prospect,Tier 1,2025-09-10,2026-06-03,Prospect,Joel T1 on 2025 spine (2025-09-10); a 2026 referral on 2026-06-03 but its service line is unknown — not applied; Joel to classify
6246a98e-0503-476c-80f7-6d9617232f36,Caudell Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
949c5a93-1ee8-4f5b-8e67-0ddc90f811c0,MIND - Dearborn,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
f58827d6-6d21-48d0-b5ca-f235d234678b,"MICHIGAN INTERNAL MEDICINE ASSOCIATES, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
3b5d6ffd-3a5a-4ccd-b656-e2340f7c8ea5,The family Doc,Jasmine,Tier 2,Tier 2,,2026-03-16,Tier 2,Joel agrees
54cc6f59-8575-499c-a4fb-25b77aad9f25,Elite Care Physicians PLLC,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
82015845-6f21-41fe-8e5a-c6e03da58e06,FARMBROOK INTERVENTIONAL PAIN AND EMG,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
db36e827-679d-4248-8834-41450c4256cf,Glazer Spine Center- use,Coty,Prospect,Tier 1,2025-06-18,2026-04-14,Prospect,Joel T1 on 2025 spine (2025-06-18); a 2026 referral on 2026-04-14 but its service line is unknown — not applied; Joel to classify
a967f0db-d552-4e1c-9e98-b867443cb6eb,Leonard Sahn MD,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
bdc96513-2e4b-4263-916b-792d4001c0b0,Pain Clinic of Michigan,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
385dee98-3fbb-4b0d-b39e-a336562f26d0,"IMMEDIATE CARE MEDICAL CENTER, PC",Jasmine,Prospect,Tier 1,2025-07-18,2025-07-18,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-07-18, last referral 2025-07-18) — not applied"
13842362-6701-47f3-95cc-140ea17bd264,Premier Medicine Medical Center - Livonia,Jasmine,Tier 1,Tier 1,2025-02-19,2026-09-01,Tier 1,Joel agrees
00-853-2889,Botsford General Hospital,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
2239bedc-ff8f-4e3d-ae75-f742a58fc796,Corewell Health Urgent Care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
95f12360-e2e8-47e3-8279-f8ff1f3bfd0e,MICHIGAN ORTHOPEDIC SPECIALISTS - Farmington Hills,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
df271027-cd7b-426d-a380-9f582e5304ba,SPECIALISTS IN SPINE SURGERY - Farmington Hills,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
955f13c7-e431-43cf-b407-ab2791e34825,Doctors of physical therapy and hand therapy,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
22f15cb0-741c-4de9-9b06-0c697d56588d,Beatty Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
a872805b-8d3d-4cf3-8903-4909e19a73d2,Ouillette Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
110f66be-a765-4c63-bea0-2594890f94c8,Duncan Chiropractic Group,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
675dfc18-3771-4c90-9157-cb23026fc251,LIVINGSTON MEDICAL CENTER,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
f46e96b6-beab-4a7a-b674-d27ffa003553,ATI PHYSICAL THERAPY,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
218209bd-0e83-4585-b5e7-1455814e77b1,Grand River Medical Associates,Jasmine,Tier 1,Tier 1,2025-06-12,2026-06-30,Tier 1,Joel agrees
82d5377e-3d89-4262-93c3-5661a3430b58,Michigan Orthopedic Surgeons - Novi,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
73e16173-bee1-429e-93a5-997d3d6df3d9,THE CORE INSTITUTE NOVI,Coty,Prospect,Prospect,,,Prospect,Joel agrees
2d41ea24-2571-4304-b0db-34c591f455d3,COMPREHENSIVE INTEGRATIVE HEALTH CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
400aeb1f-6186-4eb7-98c8-0544491af836,UofM Canton Health Center General Medicine,Jasmine,Tier 2,Tier 2,,2026-07-14,Tier 2,Joel agrees
5270c72e-7fb5-410d-b0a9-895b97f8ff2e,UofM Pain Management - Canton,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
9531e09a-b183-4d68-994a-80342d7b0c2e,All-Pro Physical Therapy,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
6101ca46-69b5-43a2-a4cd-74be14995963,Advanced Primary Care,Jasmine,Prospect,Tier 1,2025-11-14,2025-11-14,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-11-14, last referral 2025-11-14) — not applied"
1356380513,Care Medical Clinic of Canton,Jasmine,Tier 2,Tier 1,2025-03-31,2026-05-08,Tier 2,Joel T1 on 2025 spine (2025-03-31); a 2026 referral on 2026-05-08 but its service line is unknown — not applied; Joel to classify
b1a9167c-0bb6-47bd-b50a-ff18a973875f,A1 Family Medicine,Jasmine,Tier 1,Tier 1,2025-04-10,2026-06-30,Tier 1,Joel agrees
f8c5f64c-4cf6-463f-9090-68ac9735f08e,CoreWell Health Family Medicine,Jasmine,Tier 2,Tier 2,,2026-08-17,Tier 2,Joel agrees
99d4fe31-7800-4760-b438-523fa51d9e6b,Michigan family wellness,Jasmine,Prospect,Tier 1,2026-04-01,2026-09-01,Tier 1,"Joel T1, spine referral 2026-04-01 (2026 evidence)"
214bff79-6f8b-47ab-b1c3-a6c140f898c4,Sarju Shah Family Medicine and Geriatrics,Jasmine,Prospect,Tier 2,,2025-05-27,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-27) — not applied
da712fc9-9f3d-4a5e-ac23-794ae5307850,BEAUMONT CHERRY HILL INTERNAL MEDICAL ASSOCIATES CANTON,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
34e9346c-8e77-4c5f-8b5a-25cf46347832,MDVIP-Novi,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
9f4c3f2a-ecc2-4050-b43c-d7c1d8f26b1d,Rivi Medical Associates,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1402505e-8030-4222-ac59-577fa4458cd9,Park Internal Medicine,Jasmine,Prospect,Tier 1,2025-03-07,2025-08-15,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-03-07, last referral 2025-08-15) — not applied"
210797fc-d818-410f-94de-02c502935d29,Park Family Practice - Novi,Jasmine,Tier 3,Tier 1,2025-06-09,2026-07-16,Tier 3,Joel T1 on 2025 spine (2025-06-09); a 2026 referral on 2026-07-16 but its service line is unknown — not applied; Joel to classify
9e6bf540-edd8-4135-9b33-cef5e4fbcc2c,Karma Internists,Jasmine,Tier 1,Tier 1,2026-03-26,2026-03-26,Tier 1,Joel agrees
ac92f742-7400-4def-bf3c-399c79028ae0,"Providence Internal Medicine, Diabetes/Endocrinology",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4df59a0a-4c28-4cbf-aed9-c47c969dd72a,IEP Urgent Care- Novi,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
74e299c3-f9b1-4d54-8e8d-b63af23ba7fd,Corewell Health Family Care of Novi,Jasmine,Tier 2,Tier 1,2025-01-20,2026-06-02,Tier 2,Joel T1 on 2025 spine (2025-01-20); a 2026 referral on 2026-06-02 but its service line is unknown — not applied; Joel to classify
e996949d-e85c-4588-a081-deb7cdc8510a,Corewell Urgent Care - Novi,Jasmine,Tier 3,Tier 2,,2026-04-22,Tier 2,"Joel Tier 2, last referral 2026-04-22 (2026 evidence)"
24230075-46f5-44cf-bd8f-deb5f276aa99,ACADEMIC INTERNAL MEDICINE SPECIALISTS,Jasmine,Tier 2,Tier 2,,2026-08-19,Tier 2,Joel agrees
f8db03fe-3188-4a31-b4ee-6010086c7552,SOUTHFIELD URGENT CARE,Jasmine,Tier 3,Prospect,,,Tier 3,Joel says Prospect — NOT applied (book evidence: 0 spine in 2026; never demote a proven sender) — Joel to reconcile
81a09b96-6834-4950-963a-abff6d4aac6b,Get Well Urgent Care Southfield,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
b2d22607-bdd2-4f7e-a58d-316f80c17f40,Concentra Urgent Care - Southfield,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
55ee4a28-a427-426a-af8b-9c8a13993671,Doctors Urgent Care - Southfield,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
3c8ceb06-c9a0-412a-964a-82f58cf0827e,EXPRESS MED URGENT CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
12deaf83-0f5e-4bd5-bf07-a4026935ffd1,DEDICATED SENIOR MEDICAL CENTER - Southfield,Jasmine,Tier 3,Tier 1,2025-02-17,2026-08-26,Tier 3,Joel T1 on 2025 spine (2025-02-17); a 2026 referral on 2026-08-26 but its service line is unknown — not applied; Joel to classify
680822f2-58d4-4f67-b09b-01ccd6f95892,Roberts Orthopedic Services,Jasmine,Tier 1,Tier 1,2026-05-22,2026-05-22,Tier 1,Joel agrees
e1c8dbbf-56d1-41b9-82e4-7fa1950cb943,Michigan Orthopedic Surgeons- Southfield,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
9eee0ff0-1617-48d1-ab23-cc1eef9a0c5d,Intensive Pulmonary & Internal Medicine,Jasmine,Prospect,Tier 2,,2026-02-23,Tier 2,"Joel Tier 2, last referral 2026-02-23 (2026 evidence)"
5786e4a9-a5e1-4f0e-8e1a-c8f07c3acec4,"Trinity Health IHA Medical Group, Hospital Medicine",Jasmine,Prospect,Tier 2,,2026-04-03,Tier 2,"Joel Tier 2, last referral 2026-04-03 (2026 evidence)"
a593a2a7-7132-4eb5-8a8f-67807158ca38,Trinity Health - Emergency Medicine,Jasmine,Prospect,Tier 2,,2026-07-13,Tier 2,"Joel Tier 2, last referral 2026-07-13 (2026 evidence)"
c6f8c7f7-2386-4788-9102-c4f9ebda94b8,Western Wayne Physicians - Livonia,Jasmine,Tier 2,Tier 2,,2026-07-14,Tier 2,Joel agrees
73107e68-fc7f-46d0-bef4-ee26e9dc0099,Lakes Urgent Care - Livonia,Jasmine,Tier 1,Tier 1,2025-11-25,2026-08-31,Tier 1,Joel agrees
5d20f222-29ea-4029-b53a-fb46b570224a,Doctors urgent care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
a54a2298-2335-4dcd-bf99-f21c492abfd1,Team Rehabilitation physical therapy,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
10a3ca46-32f2-472e-99d9-39f7c9e3bde3,PROVIDENCE PARK LIVONIA FAMILY MEDICINE,Jasmine,Tier 2,Tier 1,2025-02-06,2026-08-12,Tier 2,Joel T1 on 2025 spine (2025-02-06); a 2026 referral on 2026-08-12 but its service line is unknown — not applied; Joel to classify
5c7c8073-5fc6-42f5-bc75-0b9f8a07e484,Trinity IHA Academic Family Medicine - Livonia,Jasmine,Prospect,Tier 2,,2026-09-01,Tier 2,"Joel Tier 2, last referral 2026-09-01 (2026 evidence)"
c4b5edcd-9c75-4b5e-8922-bf8bda2f5543,Trinity Health IHA Academic Internal Medicine,Jasmine,Prospect,Tier 3,,2025-11-24,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-11-24) — not applied
78f67c23-fe17-4b42-bdb5-acb7cfeea57d,Gretchen’s place,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
8db196d1-c39b-42f6-8eb5-c38cd6f73bef,VAN BUREN URGENT CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4e9f385c-33e2-4783-a7a3-18d71a99d587,MI Express Care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4ed90cf1-abdb-42c8-9e56-86ef1478b14a,IHA ORTHOPAEDIC SURGERY ASSOCIATES - CANTON,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
c78e3b81-c68a-4687-a4e9-a88863c2c873,Trinity URGENT CARE CANTON,Jasmine,Prospect,Tier 3,,2026-07-31,Tier 3,"Joel Tier 3, last referral 2026-07-31 (2026 evidence)"
25a91d51-ca80-40cd-88ea-8b37beaa2ea8,Trinity Health IHA Medical Group Primary Care - Canton,Jasmine,Tier 1,Tier 1,2026-07-06,2026-07-06,Tier 1,Joel agrees
88f17311-2f10-4d7d-b250-085575fb31c1,"IHA, Primary Care - Cherry Hill Village",Jasmine,Tier 2,Tier 1,2025-01-13,2026-04-23,Tier 2,Joel T1 on 2025 spine (2025-01-13); a 2026 referral on 2026-04-23 but its service line is unknown — not applied; Joel to classify
2bc5b4b8-9395-4f0a-bc36-8f7ffd755481,Partners in Internal Medicine,Jasmine,Prospect,Tier 2,,2026-08-24,Tier 2,"Joel Tier 2, last referral 2026-08-24 (2026 evidence)"
b873599c-56bb-4876-b2ec-95215a325efb,"PONDURI, KAVITHA, MEDICAL GROUP",Jasmine,Tier 3,Tier 1,2025-05-27,2026-03-23,Tier 3,Joel T1 on 2025 spine (2025-05-27); a 2026 referral on 2026-03-23 but its service line is unknown — not applied; Joel to classify
21da51f8-241e-484b-9dac-cd0c99714ca6,TRINITY HEALTH URGENT CARE- Livonia,Jasmine,Prospect,Tier 2,,2026-06-22,Tier 2,"Joel Tier 2, last referral 2026-06-22 (2026 evidence)"
6b70f9d5-4063-4208-85f4-1d780fabaacc,"Trinity Health IHA Medical Group, Primary Care - Southeast Livonia",Jasmine,Tier 1,Tier 2,,2026-08-06,Tier 1,Joel says Tier 2 — NOT applied (book evidence: 1 spine in 2026; never demote a proven sender) — Joel to reconcile
3e9f6915-4170-47c8-892b-d54aead4f00f,Henry Ford urgent care Livonia,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1366444705,"Lawrence Lipnik MD,",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
704729b8-3a54-4b54-b3e3-ace46754f52b,"CARSON, DARCELLE M, MEDICAL GROUP",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
80bad707-804e-4e08-b1c8-d03f5038b164,Wellness Wave Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
bb1e8257-48ba-4510-ac85-f82c85996bdf,True Health Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
d322402c-b030-4d0f-bc0e-3e895e6aefed,Chiro-Care of Livonia,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
ce969d89-5e72-4361-9024-039ad31f5bc3,CENTER FOR INTERNAL MEDICINE CONTINUITY CLINIC,Jasmine,Tier 2,Tier 2,,2026-01-13,Tier 2,Joel agrees
10a4e627-2c56-4978-9734-9722090617c0,Trinity Health IHA Primary Care - EMU,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
2f5507a9-2551-4136-8866-ca58f640c01c,UNIVERSITY OF MICHIGAN YPSILANTI HEALTH CENTER,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
ac45f6d9-dd01-44d1-bc46-d23d9a646a13,Trinity Health Neighborhood Primary Care,Jasmine,Prospect,Tier 2,,2025-02-19,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-02-19) — not applied
70aaf20d-66c7-43ae-94f7-aecb6bcc117a,CORNER HEALTH CENTER (Medicaid),Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
2dfe8906-751d-4f2b-a4e4-e40addc8ffa5,ATI Ypsilanti Huron Rd,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
e3aecbce-4a94-4ebc-beb2-4e10fec69b88,SOUTH HURON URGENT CARE (CAT 3),Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
ed5b6926-cd2d-40c7-b534-97499a80ee08,Medical Associates PC,Jasmine,Prospect,Tier 1,2025-10-15,2025-10-15,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-10-15, last referral 2025-10-15) — not applied"
1396739975,"Vladimir Klemptner MD,",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
61a031d7-889d-4b90-8391-8647f4be87ec,BEAUMONT FAMILY MEDICINE BELLEVILLE,Jasmine,Tier 1,Tier 1,2026-06-24,2026-06-24,Tier 1,Joel agrees
d7ce8ce4-2911-40e6-b7cb-e9f92a081d8b,WELLHEALTH MEDICAL ASSOCIATES - Belleville,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
b187ef9a-bf2a-420e-b663-1f843a428a22,CEDAR MEDICAL ASSOCIATES,Jasmine,Prospect,Tier 2,,2025-10-14,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-10-14) — not applied
9a393155-33e1-469d-b167-37156a4a3741,"SUNSTRUM MEDICAL ASSOCIATES, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
c86d4c75-6c14-46b0-aa13-6b4f929dad66,Fayda Zakaria MD Family Medicine,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
dd8c9b24-ab9f-484e-af36-a2a96ed1e466,MDWell,Jasmine,Prospect,Tier 3,,2025-05-09,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-05-09) — not applied
3effe9bc-8576-4eee-ba7e-9bf99eb7d1fa,"TENNY INTERNAL MEDICINE, PLLC",Jasmine,Tier 1,Tier 1,2026-04-21,2026-05-01,Tier 1,Joel agrees
b2c0e41e-9b4b-4e68-9a9a-20a7837dbbd6,BEAUMONT URGENT CARE BY WELLSTREET,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
dfe30c97-b799-437f-ad7d-2a2e7e8e23e1,HEIGHTS FAMILY MEDICINE,Jasmine,Prospect,Tier 2,,2025-12-01,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-12-01) — not applied
198ce2f6-b94a-4ad3-b397-e6c1148f1644,FORD TEL MEDICAL CENTER,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
d1235093-a65c-465a-ace2-cffd3d4ad232,MICHIGAN INTERVENTIONAL PAIN CENTER (this is an ASC),Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
24c56a2c-bfab-4953-87ec-5e21eb9410f3,RIVER OAKS PRIMARY CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
9d286e7b-6017-417c-8a6b-763fe942c9c2,COREWELL HEALTH  INTERNAL MEDICINE DEARBORN,Jasmine,Tier 1,Tier 1,2025-06-03,2026-06-22,Tier 1,Joel agrees
5a3b3a92-6b7c-4a66-8877-b58376fa4af0,BRYANT PRIMARY CARE Updated,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
36a01517-61d6-4abe-a326-3df8c6bbd274,Associated physicians of Dearborn,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
9f05c66c-699d-4a43-9c7c-5d261dd9aaf8,Dearborn Family Doctors,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
eb867788-d5d3-410e-8380-0d4ac6bb5f56,Raad Al-Saraf MD PC,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
26dc2847-2f28-4c34-9f35-f5478493d95d,WARRENFIELD MEDICAL CENTER (Medicaid),Jasmine,Prospect,Tier 2,,2025-02-19,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-02-19) — not applied
e73a93c2-41c4-488a-8474-89698cf619bb,"EAST DEARBORN MEDICAL CLINIC, PC (Medicaid)",Jasmine,Prospect,Tier 1,2025-08-11,2025-08-11,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-08-11, last referral 2025-08-11) — not applied"
e1b0659f-dd0b-44de-bb56-320215093e67,Dearborn Health Clinic,Jasmine,Prospect,Tier 2,,2025-11-11,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-11-11) — not applied
b6360502-f09b-4a86-a894-4bf7c93c89d7,Bingham Medical Center,Jasmine,Prospect,Tier 2,,2025-05-27,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-27) — not applied
03a214ff-22eb-4e89-b7a8-7b939d30700e,"ORTHOPEDIC SURGERY SPECIALISTS, PLLC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
70edb114-54ce-4dbf-bb03-01f785af8326,Gem Health and Wellness,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
07-983-0013,Oakland Rehabilitation Associates,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1548224769,Office of Robert Brateman,Jasmine,Tier 2,Tier 1,2025-03-12,2026-06-16,Tier 2,Joel T1 on 2025 spine (2025-03-12); a 2026 referral on 2026-06-16 but its service line is unknown — not applied; Joel to classify
9d72636b-2e2d-4e54-b69a-aab72e18f8a9,Family Care Physicians PC,Jasmine,Tier 2,Tier 1,2025-04-24,2026-09-01,Tier 2,Joel T1 on 2025 spine (2025-04-24); a 2026 referral on 2026-09-01 but its service line is unknown — not applied; Joel to classify
08777e8a-5ca0-4abd-8ad4-d8f4fbbacc9c,Primecare of Novi,Jasmine,Tier 2,Tier 1,2025-11-11,2026-02-09,Tier 2,Joel T1 on 2025 spine (2025-11-11); a 2026 referral on 2026-02-09 but its service line is unknown — not applied; Joel to classify
448849c6-b351-4856-9d82-1b2e8d15f7ee,"PRIMECARE URGENT CARE, PLLC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
dfb5fa8d-64ab-4384-9965-4374858f546a,Everside Health,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
422a5ef8-6ba7-49ba-a836-1f967d1b414d,Southeast Michigan Rehab & Pain,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
cbf5b149-d8d1-45d2-bc13-27eac5b85f34,Northville-Novi Family Medicine,Jasmine,Prospect,Tier 3,,2025-09-19,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-09-19) — not applied
80b855ee-7158-489b-b2a0-a7cff1ba0f26,MICHIGAN INSTITUTE OF MEDICINE,Jasmine,Prospect,Tier 2,,2025-08-11,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-08-11) — not applied
3a2a1db5-c1c4-41cd-a7f3-b4e0b388e268,Corwell internal medicine and primary care,Jasmine,Tier 2,Tier 2,,2026-09-08,Tier 2,Joel agrees
1d453948-16d6-4da0-a7d9-80b603bedb9b,Michigan Urgent Care - Livonia,Jasmine,Tier 2,Tier 2,,2026-01-12,Tier 2,Joel agrees
c5d07e1d-3c78-4555-8838-bc01177d5016,Henry Ford employer solutions,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
e5c5b135-ecad-42bb-bbbc-011dd2c4a225,Trinity IHA Orthopedics - Schoolcraft,Jasmine,Tier 2,Tier 1,2026-07-20,2026-07-20,Tier 1,"Joel T1, spine referral 2026-07-20 (2026 evidence)"
1e6c2264-d7e8-44cc-8bdb-8bbba8e6a32e,IHA urgent care Livonia,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
a2a230c5-b58c-4416-a519-b3d118d15202,Corewell Health Farmington hills Hospital family medicine,Jasmine,Tier 3,Tier 2,,2026-06-18,Tier 2,"Joel Tier 2, last referral 2026-06-18 (2026 evidence)"
7cbc93fd-5b51-41c8-8f3e-0afb5d09b1e4,ORTHOPEDIC INSTITUTE OF MICHIGAN,Jasmine,Prospect,Tier 3,,2026-08-21,Tier 3,"Joel Tier 3, last referral 2026-08-21 (2026 evidence)"
907ab9ea-28db-4bd8-badd-75e1fdac6a2a,"PRIZM PAIN SPECIALISTS, PLLC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
2699d502-139a-47b8-b5f7-a8ea61dbeeae,Elite Prime Care,Jasmine,Prospect,Tier 2,,2025-10-20,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-10-20) — not applied
5898f9bd-82c2-4134-a022-d09661f4e923,PLYMOUTH CANTON FAMILY HEALTH,Jasmine,Prospect,Tier 2,,2025-05-12,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-12) — not applied
8447f063-c332-4bfe-9ab5-13e9ea470cac,Michigan Orthopedic Specialists,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
8c60e9e4-e4af-426d-912d-3340bea956f4,Plymouth urgent care walk-in clinic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
b6ddaa21-a950-4bdc-bf4e-2fa4a1e3ea3e,Gingell Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
27281655-fa64-496e-9ffa-bbd0472e43d4,THE PILOT DOCTORS,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1710940242,Office of Jeff The DO,Jasmine,Tier 2,Tier 2,,2026-04-14,Tier 2,Joel agrees
a3906606-5f95-4b86-b5ca-235186bdde34,Office of Robert Vartabedian MD,Jasmine,Tier 2,Tier 2,,2026-08-31,Tier 2,Joel agrees
92cc3682-defe-42ff-8ccd-0ff138c12b77,IHA Plymouth Primary Care,Jasmine,Tier 2,Tier 2,,2026-05-21,Tier 2,Joel agrees
afda3784-64a9-4997-bf11-96cff8e40ef6,Ethos Physical Therapy,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1326021262,City Medical - Southgate,Jasmine,Tier 2,Tier 1,2025-10-22,2026-08-05,Tier 2,Joel T1 on 2025 spine (2025-10-22); a 2026 referral on 2026-08-05 but its service line is unknown — not applied; Joel to classify
31fe13d8-1060-4c98-bf75-61f09e803121,PEDIATRIC AND ADOLESCENT CENTER,Jasmine,Tier 2,Tier 2,,2026-02-09,Tier 2,Joel agrees
6f941c50-4b0e-460c-8a8a-f59d8a74ccde,"ALLENWOOD FAMILY HEALTH CARE, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
0889eef0-5cc1-4032-b658-e4a9c719c997,"DOWNRIVER INTERNISTS, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
f8f13fd9-1135-4385-b6ba-7542d202b63a,PARK PLACE FAMILY PRACTICE AND INTERNAL MEDICINE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
07d227b8-b9ff-4616-9f9b-f3e3ac05f4b1,BEAUMONT ATHENS CLINIC TAYLOR,Jasmine,Prospect,Tier 2,,2025-06-23,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-06-23) — not applied
930e15d8-29b2-49a1-be3d-7eae0da7dc41,"BADHWAR ASSOCIATES, MD, PC",Jasmine,Tier 2,Tier 2,,2026-05-13,Tier 2,Joel agrees
4f201b61-2c2d-4995-b82e-92f3bdaed2bb,King Medical Center,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
acaff0ce-7a7b-4911-a838-13246bcf618a,HENRY FORD HEALTH,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
